mlbam_id,GS,W,L,CG,SHO,SV,BS,HLD,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP
675921,15,0,5,0,0,0,0,0,49.2,53,45,41,7,27,0,52,3,0,5
506702,0,0,0,0,0,0,0,0,6.0,7,5,5,3,1,0,2,0,0,0
607067,0,0,0,0,0,0,0,0,6.0,7,5,5,2,0,0,5,0,0,0
665152,13,0,7,0,0,0,0,0,53.2,63,46,45,17,25,0,47,1,0,5
650530,0,3,2,0,0,2,1,3,39.1,48,38,33,10,25,1,32,2,0,7
622075,0,1,3,0,0,0,3,4,47.2,47,42,40,9,29,1,47,4,0,3
676969,0,3,2,0,0,0,2,3,50.0,62,47,42,6,25,1,41,8,0,6
452027,3,1,2,0,0,0,0,0,19.0,24,16,16,9,9,1,12,1,1,0
677976,6,1,7,0,0,1,0,0,50.2,66,44,43,11,12,0,27,1,0,2
676886,0,0,1,0,0,0,0,0,9.1,7,9,8,3,9,2,13,2,0,2
571666,2,0,2,0,0,0,0,0,9.1,15,8,8,4,4,0,5,0,0,0
663959,1,0,0,0,0,0,0,0,4.2,6,4,4,1,1,0,3,0,0,1
670087,0,0,1,0,0,0,2,0,4.2,5,4,4,3,2,0,1,1,0,0
656266,0,2,2,0,0,0,1,1,17.1,24,19,15,4,7,1,14,0,0,0
663558,0,0,0,0,0,0,0,0,8.0,9,7,7,0,7,0,10,0,0,1
621129,0,0,2,0,0,0,1,0,11.1,16,11,10,3,2,0,14,3,0,1
519455,0,0,0,0,0,0,0,0,5.2,8,5,5,1,2,0,0,1,0,0
664714,1,1,1,0,0,0,0,0,14.2,20,14,13,5,3,1,16,0,0,1
592473,0,0,0,0,0,0,0,0,9.0,15,10,8,2,5,0,4,1,0,1
670766,1,0,0,0,0,0,0,0,9.0,8,8,8,3,4,0,2,1,0,0
476594,3,0,2,0,0,0,0,0,9.0,10,8,8,3,9,0,9,1,0,1
533167,11,3,8,0,0,0,0,0,60.1,73,56,54,15,27,1,40,3,0,1
657093,10,2,7,0,0,0,0,0,54.2,74,50,49,14,19,0,35,2,0,4
621381,1,0,1,0,0,0,1,0,6.2,15,6,6,0,1,1,4,0,0,0
628345,1,0,1,0,0,0,1,0,7.2,8,8,7,3,4,0,8,0,0,0
676606,3,0,2,0,0,0,0,0,12.0,13,16,11,2,7,0,12,1,0,2
